date,close,,,,,
2018/7/1 19:08,2722.25,,,,,
2018/7/2 23:59,2725.75,,,,,
2018/7/3 23:58,2717.5,,,,,
2018/7/4 23:59,2715.75,,,,,
2018/7/5 23:59,2739.25,,,,,
2018/7/6 23:49,2773.5,,,,,
2018/7/7 05:55,2791.25,,,,,
2018/7/8 15:22,2795.75,,,,,
2018/7/9 15:23,2795.75,,,,,
2018/7/10 23:57,2779.25,,,,,
,,,,,,
